"","Name","Sex","Count2015","Count2016","total"
"829","Ahzab","M",5,6,11
"830","Ai","F",7,6,13
"831","Aiana","F",9,5,14
"832","Aibhlinn","F",18,18,36
"833","Aicha","F",42,40,82
"834","Aida","F",184,194,378
"835","Aidah","F",13,12,25
"836","Aidaly","F",7,5,12
"837","Aidan","F",24,20,44
"838","Aidan","M",2252,2102,4354
"839","Aidana","F",16,17,33
"840","Aidden","M",21,18,39
"841","Aide","F",19,23,42
"842","Aidee","F",9,7,16
"843","Aidel","F",9,15,24
"844","Aidelyn","F",5,11,16
"845","Aiden","F",60,42,102
"846","Aiden","M",13429,12158,25587
"847","Aidenn","M",13,16,29
"848","Aidin","M",14,14,28
"849","Aidon","M",16,12,28
"850","Aidrian","M",8,5,13
"851","Aidric","M",30,22,52
"852","Aidy","F",7,9,16
"853","Aidyn","F",29,20,49
"854","Aidyn","M",176,192,368
"855","Aidynn","M",8,5,13
"856","Aiesha","F",9,6,15
"857","Aija","F",9,7,16
"858","Aika","F",9,7,16
"859","Aiken","M",15,19,34
"860","Aiko","F",24,25,49
"861","Aila","F",140,153,293
"862","Ailah","F",16,12,28
"863","Ailana","F",15,11,26
"864","Ailani","F",206,300,506
"865","Ailanie","F",7,10,17
"866","Ailany","F",39,50,89
"867","Aileana","F",12,6,18
"868","Ailed","F",8,18,26
"869","Ailee","F",51,49,100
"870","Aileen","F",609,499,1108
"871","Ailen","F",15,35,50
"872","Ailene","F",19,19,38
"873","Ailey","F",52,60,112
"874","Aili","F",34,38,72
"875","Ailin","F",59,33,92
"876","Ailis","F",12,10,22
"877","Ailish","F",11,38,49
"878","Ailsa","F",9,12,21
"879","Aily","F",10,13,23
"880","Ailyn","F",236,183,419
"881","Ailynn","F",43,33,76
"882","Aima","F",6,22,28
"883","Aiman","M",13,8,21
"884","Aimar","M",13,10,23
"885","Aime","F",22,18,40
"886","Aimee","F",299,259,558
"887","Aimen","F",5,5,10
"888","Aimi","F",7,10,17
"889","Aina","F",9,21,30
"890","Ainara","F",77,67,144
"891","Aine","F",44,32,76
"892","Ainhoa","F",36,45,81
"893","Ainslee","F",78,69,147
"894","Ainsleigh","F",39,34,73
"895","Ainsley","F",963,963,1926
"896","Ainsley","M",17,14,31
"897","Ainslie","F",23,17,40
"898","Ainzley","F",7,9,16
"899","Aira","F",24,42,66
"900","Airabella","F",38,46,84
"901","Airah","F",5,12,17
"902","Airalynn","F",11,5,16
"903","Airam","F",39,43,82
"904","Airam","M",15,18,33
"905","Aireanna","F",7,6,13
"906","Aireon","M",6,6,12
"907","Airi","F",12,19,31
"908","Airiana","F",13,24,37
"909","Airianna","F",16,17,33
"910","Airis","F",8,9,17
"911","Airlie","F",16,9,25
"912","Airyana","F",9,14,23
"913","Airyanna","F",10,15,25
"914","Airyn","F",8,6,14
"915","Aisha","F",649,617,1266
"916","Aishah","F",31,32,63
"917","Aishani","F",27,35,62
"918","Aishini","F",5,5,10
"919","Aishleen","F",6,7,13
"920","Aishwarya","F",29,29,58
"921","Aislee","F",14,12,26
"922","Aisleigh","F",7,7,14
"923","Aisley","F",76,84,160
"924","Aislin","F",55,44,99
"925","Aisling","F",48,47,95
"926","Aislinn","F",281,276,557
"927","Aislyn","F",111,81,192
"928","Aislynn","F",159,116,275
"929","Aison","M",9,9,18
"930","Aisosa","F",5,7,12
"931","Aissa","F",7,9,16
"932","Aissata","F",21,23,44
"933","Aissatou","F",28,28,56
"934","Aitana","F",299,564,863
"935","Aitanna","F",14,26,40
"936","Aithan","M",12,11,23
"937","Aithana","F",14,16,30
"938","Aithen","M",9,8,17
"939","Aitiana","F",5,16,21
"940","Aiva","F",53,46,99
"941","Aivah","F",31,38,69
"942","Aiven","M",24,31,55
"943","Aivy","F",15,13,28
"944","Aixa","F",22,19,41
"945","Aiya","F",40,31,71
"946","Aiyah","F",13,8,21
"947","Aiyana","F",333,355,688
"948","Aiyanah","F",19,14,33
"949","Aiyanna","F",192,237,429
"950","Aiyannah","F",5,10,15
"951","Aiyden","M",94,75,169
"952","Aiyla","F",20,42,62
"953","Aiyonna","F",7,9,16
"954","Aiza","F",116,104,220
"955","Aizah","F",63,79,142
"956","Aizen","M",79,94,173
"957","Aizik","M",7,13,20
"958","Aizlee","F",10,5,15
"959","Aizley","F",12,8,20
"960","Aizlyn","F",10,10,20
"961","Aizlynn","F",21,13,34
"962","Aj","F",7,7,14
"963","Aj","M",71,80,151
"964","Aja","F",84,62,146
"965","Ajah","F",33,26,59
"966","Ajai","M",8,9,17
"967","Ajan","M",12,7,19
"968","Ajanae","F",12,12,24
"969","Ajani","M",46,33,79
"970","Ajax","M",17,33,50
"971","Ajay","M",118,87,205
"972","Ajdin","M",24,10,34
"973","Ajeet","M",8,6,14
"974","Ajit","M",12,8,20
"975","Ajla","F",28,19,47
"976","Ajmal","M",5,5,10
"977","Ajna","F",5,8,13
"978","Ajooni","F",8,10,18
"979","Ajwa","F",14,16,30
"980","Akachukwu","M",5,5,10
"981","Akai","M",29,35,64
"982","Akaiya","F",8,6,14
"983","Akane","F",11,13,24
"984","Akari","F",27,38,65
"985","Akari","M",19,22,41
"986","Akash","M",44,36,80
"987","Akasha","F",40,27,67
"988","Akayla","F",27,18,45
"989","Akbar","M",16,11,27
"990","Akeelah","F",37,33,70
"991","Akeem","M",115,137,252
"992","Akeira","F",9,13,22
"993","Akela","F",11,9,20
"994","Akemi","F",33,26,59
"995","Akeria","F",5,7,12
"996","Akhil","M",66,49,115
"997","Akhila","F",6,10,16
"998","Akhilles","M",6,7,13
"999","Akhilleus","M",5,6,11
"1000","Aki","F",6,7,13
"1001","Aki","M",10,15,25
"1002","Akiem","M",8,6,14
"1003","Akif","M",11,11,22
"1004","Akiko","F",8,5,13
"1005","Akil","M",32,29,61
"1006","Akila","F",21,16,37
"1007","Akilah","F",20,38,58
"1008","Akilan","M",5,5,10
"1009","Akili","M",8,7,15
"1010","Akim","M",13,20,33
"1011","Akina","F",12,15,27
"1012","Aking","M",27,32,59
"1013","Akio","M",11,17,28
"1014","Akira","F",260,260,520
"1015","Akira","M",34,23,57
"1016","Akirah","F",18,19,37
"1017","Akito","M",9,5,14
"1018","Akiva","M",70,88,158
"1019","Akiya","F",9,5,14
"1020","Akiyah","F",16,12,28
"1021","Akoni","M",9,13,22
"1022","Akosua","F",9,5,14
"1023","Akram","M",48,52,100
"1024","Akriti","F",6,7,13
"1025","Aksa","F",5,6,11
"1026","Aksel","M",127,176,303
"1027","Aksha","F",6,7,13
"1028","Akshaj","M",51,36,87
"1029","Akshar","M",21,17,38
"1030","Akshara","F",133,146,279
"1031","Akshat","M",15,7,22
"1032","Akshay","M",40,44,84
"1033","Akshaya","F",28,34,62
"1034","Akshita","F",16,13,29
"1035","Akshith","M",5,6,11
"1036","Aksil","M",5,7,12
"1037","Akua","F",5,16,21
"1038","Akul","M",10,5,15
"1039","Akyah","F",5,6,11
"1040","Akyla","F",11,8,19
"1041","Akylah","F",13,7,20
"1042","Akyra","F",11,20,31
"1043","Al","M",19,17,36
"1044","Ala","F",22,14,36
"1045","Alaa","F",56,52,108
"1046","Alabama","F",22,14,36
"1047","Aladdin","M",8,9,17
"1048","Alaena","F",12,11,23
"1049","Alaeyah","F",7,6,13
"1050","Alahia","F",22,25,47
"1051","Alahna","F",44,29,73
"1052","Alahni","F",25,20,45
"1053","Alaia","F",427,486,913
"1054","Alaiah","F",38,46,84
"1055","Alaiia","F",6,14,20
"1056","Alaijah","F",19,22,41
"1057","Alaila","F",20,20,40
"1058","Alailah","F",12,5,17
"1059","Alain","M",57,54,111
"1060","Alaina","F",1817,1760,3577
"1061","Alainah","F",38,25,63
"1062","Alaine","F",19,21,40
"1063","Alainna","F",19,26,45
"1064","Alaira","F",11,7,18
"1065","Alaisha","F",17,23,40
"1066","Alaiya","F",54,64,118
"1067","Alaiyah","F",85,71,156
"1068","Alaiyna","F",10,5,15
"1069","Alaiza","F",13,7,20
"1070","Alajah","F",26,18,44
"1071","Alakai","M",16,20,36
"1072","Alam","M",8,7,15
"1073","Alameen","M",6,7,13
"1074","Alamin","M",9,12,21
"1075","Alan","F",13,5,18
"1076","Alan","M",2478,2626,5104
"1077","Alana","F",1616,1564,3180
"1078","Alanah","F",162,157,319
"1079","Alandra","F",11,9,20
"1080","Alanee","F",7,11,18
"1081","Alani","F",593,634,1227
"1082","Alania","F",17,24,41
"1083","Alanie","F",37,51,88
"1084","Alanii","F",10,9,19
"1085","Alanis","F",140,98,238
"1086","Alanna","F",618,549,1167
"1087","Alannah","F",370,318,688
"1088","Alanni","F",35,26,61
"1089","Alannie","F",16,10,26
"1090","Alannis","F",16,10,26
"1091","Alanny","F",17,8,25
"1092","Alannys","F",11,5,16
"1093","Alano","M",8,8,16
"1094","Alanoud","F",8,8,16
"1095","Alany","F",36,36,72
"1096","Alanys","F",15,22,37
"1097","Alanzo","M",23,25,48
"1098","Alara","F",44,38,82
"1099","Alaria","F",5,6,11
"1100","Alaric","M",182,179,361
"1101","Alarick","M",12,6,18
"1102","Alarik","M",20,15,35
"1103","Alasdair","M",36,22,58
"1104","Alashia","F",5,7,12
"1105","Alasia","F",38,36,74
"1106","Alaska","F",61,51,112
"1107","Alassane","M",7,6,13
"1108","Alastair","M",47,49,96
"1109","Alastor","M",10,16,26
"1110","Alauna","F",36,24,60
"1111","Alaura","F",60,58,118
"1112","Alaya","F",389,405,794
"1113","Alayah","F",537,576,1113
"1114","Alayasia","F",5,8,13
"1115","Alayha","F",12,17,29
"1116","Alayia","F",26,22,48
"1117","Alayiah","F",45,30,75
"1118","Alayja","F",10,15,25
"1119","Alayjah","F",20,15,35
"1120","Alayla","F",84,87,171
"1121","Alaylah","F",25,35,60
"1122","Alayna","F",1456,1431,2887
"1123","Alaynah","F",66,43,109
"1124","Alaynna","F",51,46,97
"1125","Alaysha","F",44,50,94
"1126","Alayshia","F",24,9,33
"1127","Alaysia","F",249,225,474
"1128","Alaysiah","F",9,7,16
"1129","Alayssa","F",8,7,15
"1130","Alayza","F",15,19,34
"1131","Alayzia","F",7,6,13
"1132","Alazar","M",16,11,27
"1133","Alazay","F",6,9,15
"1134","Alazne","F",12,19,31
"1135","Alba","F",157,122,279
"1136","Alban","M",18,9,27
"1137","Albany","F",22,20,42
"1138","Albaraa","M",10,10,20
"1139","Albert","M",691,642,1333
"1140","Alberta","F",9,7,16
"1141","Alberto","M",518,513,1031
"1142","Albin","M",19,9,28
"1143","Albina","F",10,12,22
"1144","Albino","M",5,6,11
"1145","Albion","M",8,8,16
"1146","Alcides","M",12,8,20
"1147","Aldair","M",37,39,76
"1148","Aldan","M",5,6,11
"1149","Aldana","F",5,6,11
"1150","Alden","F",16,16,32
"1151","Alden","M",340,388,728
"1152","Alder","M",36,73,109
"1153","Aldin","M",13,29,42
"1154","Aldina","F",6,5,11
"1155","Aldo","M",430,391,821
"1156","Aldon","M",20,26,46
"1157","Aldous","M",12,13,25
"1158","Aldric","M",8,9,17
"1159","Aldrich","M",9,13,22
"1160","Aldrick","M",12,7,19
"1161","Aldrin","M",9,15,24
"1162","Alea","F",68,48,116
"1163","Aleah","F",709,697,1406
"1164","Aleaha","F",16,16,32
"1165","Aleana","F",33,34,67
"1166","Aleanna","F",13,6,19
"1167","Alec","M",662,612,1274
"1168","Alecia","F",45,38,83
"1169","Aleck","M",19,17,36
"1170","Alecxander","M",10,7,17
"1171","Aleczander","M",49,43,92
"1172","Aleda","F",8,9,17
"1173","Alee","F",6,7,13
"1174","Aleea","F",19,12,31
"1175","Aleeah","F",107,97,204
"1176","Aleece","F",12,14,26
"1177","Aleecia","F",16,9,25
"1178","Aleem","M",18,17,35
"1179","Aleen","F",71,49,120
"1180","Aleena","F",687,611,1298
"1181","Aleenah","F",33,23,56
"1182","Aleera","F",8,5,13
"1183","Aleesa","F",24,12,36
"1184","Aleese","F",11,7,18
"1185","Aleesha","F",12,12,24
"1186","Aleesia","F",6,18,24
"1187","Aleeya","F",37,39,76
"1188","Aleeyah","F",71,59,130
"1189","Aleeza","F",40,58,98
"1190","Aleezah","F",5,7,12
"1191","Alegra","F",7,7,14
"1192","Alegria","F",6,6,12
"1193","Aleia","F",64,83,147
"1194","Aleiah","F",32,32,64
"1195","Aleida","F",59,51,110
"1196","Aleigh","F",21,11,32
"1197","Aleigha","F",218,178,396
"1198","Aleighna","F",10,9,19
"1199","Aleighya","F",6,5,11
"1200","Aleila","F",5,10,15
"1201","Aleina","F",49,55,104
"1202","Aleira","F",7,7,14
"1203","Aleisa","F",6,15,21
"1204","Aleisha","F",23,22,45
"1205","Aleister","M",28,24,52
"1206","Aleix","M",6,11,17
"1207","Aleiya","F",21,14,35
"1208","Aleiyah","F",19,26,45
"1209","Aleiza","F",12,11,23
"1210","Alejandra","F",701,717,1418
"1211","Alejandro","M",2310,2196,4506
"1212","Alejo","M",16,7,23
"1213","Alek","M",134,113,247
"1214","Alekai","M",7,9,16
"1215","Aleks","M",23,21,44
"1216","Aleksa","F",10,29,39
"1217","Aleksandar","M",47,28,75
"1218","Aleksander","M",144,144,288
"1219","Aleksandr","M",51,72,123
"1220","Aleksandra","F",112,84,196
"1221","Aleksei","M",7,19,26
"1222","Aleksey","M",24,23,47
"1223","Aleksia","F",10,8,18
"1224","Alekzander","M",62,50,112
"1225","Alem","M",16,9,25
"1226","Alen","M",51,47,98
"1227","Alena","F",496,465,961
"1228","Alenah","F",15,9,24
"1229","Alene","F",11,10,21
"1230","Aleni","F",6,6,12
"1231","Alenna","F",35,24,59
"1232","Aleph","M",5,6,11
"1233","Alera","F",10,17,27
"1234","Aleria","F",6,7,13
"1235","Aleric","M",11,10,21
"1236","Alesana","F",29,21,50
"1237","Alesandra","F",15,16,31
"1238","Alesandro","M",7,9,16
"1239","Alese","F",14,6,20
"1240","Alesha","F",38,32,70
"1241","Aleshia","F",6,7,13
"1242","Aleshka","F",9,9,18
"1243","Alesia","F",38,33,71
"1244","Alessa","F",130,170,300
"1245","Alessandra","F",1137,1066,2203
"1246","Alessandria","F",8,12,20
"1247","Alessandro","M",370,364,734
"1248","Alessia","F",214,344,558
"1249","Alessio","M",50,85,135
"1250","Alesso","M",10,13,23
"1251","Aleta","F",14,11,25
"1252","Aletha","F",5,6,11
"1253","Alethea","F",39,28,67
"1254","Aletheia","F",47,43,90
"1255","Alethia","F",17,18,35
"1256","Aletta","F",12,17,29
"1257","Alette","F",6,8,14
"1258","Alex","F",185,173,358
"1259","Alex","M",3096,2826,5922
"1260","Alexa","F",6049,4760,10809
"1261","Alexah","F",28,32,60
"1262","Alexandar","M",12,12,24
"1263","Alexander","F",22,18,40
"1264","Alexander","M",14507,13321,27828
"1265","Alexanderjames","M",9,6,15
"1266","Alexandr","M",17,13,30
"1267","Alexandra","F",2998,2831,5829
"1268","Alexandre","M",111,94,205
"1269","Alexandrea","F",68,58,126
"1270","Alexandria","F",1529,1460,2989
"1271","Alexandro","M",92,83,175
"1272","Alexandros","M",47,25,72
"1273","Alexandru","M",26,20,46
"1274","Alexandrya","F",5,6,11
"1275","Alexavier","M",100,101,201
"1276","Alexcia","F",11,11,22
"1277","Alexei","M",39,34,73
"1278","Alexey","M",26,27,53
"1279","Alexi","F",77,76,153
"1280","Alexi","M",29,25,54
"1281","Alexia","F",1016,865,1881
"1282","Alexiah","F",19,11,30
"1283","Alexiana","F",26,19,45
"1284","Alexianna","F",17,15,32
"1285","Alexie","F",28,23,51
"1286","Alexio","M",7,12,19
"1287","Alexis","F",3406,2662,6068
"1288","Alexis","M",994,961,1955
"1289","Alexius","F",6,5,11
"1290","Alexsa","F",15,13,28
"1291","Alexsander","M",18,26,44
"1292","Alexsandra","F",33,18,51
"1293","Alexsia","F",9,9,18
"1294","Alexus","F",85,55,140
"1295","Alexx","F",5,5,10
"1296","Alexx","M",5,9,14
"1297","Alexxa","F",52,34,86
"1298","Alexxander","M",11,13,24
"1299","Alexxis","F",8,13,21
"1300","Alexya","F",12,5,17
"1301","Alexys","F",45,30,75
"1302","Alexza","F",11,9,20
"1303","Alexzander","M",283,239,522
"1304","Alexzandra","F",17,7,24
"1305","Alexzandria","F",28,18,46
"1306","Aleya","F",48,51,99
"1307","Aleyah","F",107,88,195
"1308","Aleyda","F",117,64,181
"1309","Aleyla","F",5,5,10
"1310","Aleyna","F",112,114,226
"1311","Aleynah","F",9,10,19
"1312","Aleynna","F",8,5,13
"1313","Aleysa","F",12,8,20
"1314","Aleysha","F",12,23,35
"1315","Aleyssa","F",17,8,25
"1316","Aleyza","F",42,48,90
"1317","Alezander","M",8,14,22
"1318","Alfie","M",19,26,45
"1319","Alfonso","M",292,229,521
"1320","Alfonzo","M",31,31,62
"1321","Alfred","M",232,263,495
"1322","Alfredo","M",470,482,952
"1323","Algernon","M",5,5,10
"1324","Alhasan","M",10,9,19
"1325","Alhassan","M",5,16,21
"1326","Ali","F",188,151,339
"1327","Ali","M",1060,1083,2143
"1328","Alia","F",471,449,920
"1329","Aliaa","F",6,11,17
"1330","Aliah","F",264,6,270
"1331","Aliah","F",264,210,474
"1332","Aliahna","F",8,9,17
"1333","Aliana","F",381,375,756
"1334","Alianah","F",14,23,37
"1335","Aliani","F",15,15,30
"1336","Alianna","F",267,263,530
"1337","Aliannah","F",57,41,98
"1338","Alianny","F",9,14,23
"1339","Aliany","F",8,10,18
"1340","Alianys","F",16,12,28
"1341","Alias","M",29,29,58
"1342","Alic","M",5,6,11
"1343","Alice","F",3412,3669,7081
"1344","Alicea","F",12,5,17
"1345","Alicen","F",31,29,60
"1346","Alicia","F",904,859,1763
"1347","Aliciana","F",12,19,31
"1348","Alicja","F",12,17,29
"1349","Alicyn","F",6,7,13
"1350","Alida","F",27,37,64
"1351","Alie","F",6,10,16
"1352","Aliena","F",10,7,17
"1353","Alif","M",6,6,12
"1354","Aliha","F",9,11,20
"1355","Alijah","F",83,56,139
"1356","Alijah","M",620,582,1202
"1357","Alik","M",5,14,19
"1358","Alika","F",14,13,27
"1359","Alika","M",13,21,34
"1360","Alila","F",7,6,13
"1361","Alilah","F",9,8,17
"1362","Alilyana","F",6,6,12
"1363","Alim","M",21,20,41
"1364","Alima","F",20,15,35
"1365","Alimah","F",6,7,13
"1366","Alin","F",15,19,34
"1367","Alina","F",1855,1814,3669
"1368","Alinah","F",50,36,86
"1369","Aline","F",51,43,94
"1370","Alinna","F",29,43,72
"1371","Aliona","F",8,7,15
"1372","Alionna","F",7,6,13
"1373","Aliou","M",10,9,19
"1374","Alioune","M",5,7,12
"1375","Alira","F",10,14,24
"1376","Alireza","M",5,6,11
"1377","Alis","F",18,17,35
"1378","Alisa","F",257,256,513
"1379","Alisandra","F",19,17,36
"1380","Alise","F",61,68,129
"1381","Alisha","F",296,269,565
"1382","Alishba","F",16,14,30
"1383","Alisia","F",31,26,57
"1384","Alison","F",964,966,1930
"1385","Aliss","F",6,5,11
"1386","Alissa","F",286,223,509
"1387","Alissandra","F",25,13,38
"1388","Alisse","F",7,5,12
"1389","Alissia","F",11,12,23
"1390","Alisson","F",300,261,561
"1391","Alistair","M",196,247,443
"1392","Alistar","M",6,8,14
"1393","Alister","M",81,99,180
"1394","Alisyn","F",17,16,33
"1395","Alita","F",9,8,17
"1396","Alithea","F",8,10,18
"1397","Alithia","F",5,7,12
"1398","Alitza","F",30,21,51
"1399","Alitzel","F",28,13,41
"1400","Alius","M",7,6,13
"1401","Alivea","F",20,12,32
"1402","Aliveah","F",13,6,19
"1403","Alivia","F",1517,1452,2969
"1404","Aliviah","F",74,59,133
"1405","Aliviana","F",12,9,21
"1406","Aliviya","F",12,9,21
"1407","Aliviyah","F",9,14,23
"1408","Alivya","F",13,15,28
"1409","Alix","F",37,26,63
"1410","Alix","M",10,17,27
"1411","Alixander","M",8,9,17
"1412","Alixandra","F",9,7,16
"1413","Alixandria","F",13,10,23
"1414","Aliya","F",290,331,621
"1415","Aliyaah","F",6,5,11
"1416","Aliyah","F",1964,1993,3957
"1417","Aliyan","M",9,8,17
"1418","Aliyana","F",194,189,383
"1419","Aliyanah","F",9,14,23
"1420","Aliyanna","F",61,62,123
"1421","Aliyannah","F",8,7,15
"1422","Aliz","F",15,17,32
"1423","Aliza","F",421,422,843
"1424","Alizabeth","F",44,65,109
"1425","Alizae","F",41,49,90
"1426","Alizah","F",48,54,102
"1427","Alizandra","F",8,6,14
"1428","Alizay","F",36,41,77
"1429","Alize","F",61,55,116
"1430","Alizea","F",5,7,12
"1431","Alizee","F",24,27,51
"1432","Alizeh","F",6,7,13
"1433","Alizon","F",18,19,37
"1434","Aljawhara","F",5,8,13
"1435","Alla","F",5,12,17
"1436","Allaina","F",13,9,22
"1437","Allan","M",391,328,719
"1438","Allana","F",56,57,113
"1439","Allanah","F",31,20,51
"1440","Allani","F",9,8,17
"1441","Allanna","F",12,5,17
"1442","Allante","M",7,9,16
"1443","Allayah","F",13,13,26
"1444","Allayna","F",10,10,20
"1445","Alle","F",6,5,11
"1446","Alleah","F",6,11,17
"1447","Allee","F",34,21,55
"1448","Allegra","F",78,52,130
"1449","Alleigh","F",18,23,41
"1450","Alleigha","F",6,6,12
"1451","Allen","M",969,889,1858
"1452","Allena","F",25,40,65
"1453","Allene","F",5,8,13
"1454","Alley","F",25,23,48
"1455","Alleyah","F",13,12,25
"1456","Alli","F",89,59,148
"1457","Allia","F",10,9,19
"1458","Alliah","F",14,9,23
"1459","Alliana","F",29,30,59
"1460","Allianna","F",20,22,42
"1461","Allie","F",1257,1035,2292
"1462","Allina","F",10,10,20
"1463","Allinson","F",6,5,11
"1464","Allis","F",10,14,24
"1465","Allisen","F",11,6,17
"1466","Allison","F",5342,4762,10104
"1467","Allison","M",10,5,15
"1468","Allisson","F",95,81,176
"1469","Allistair","M",8,9,17
"1470","Allister","M",46,65,111
"1471","Allisyn","F",31,25,56
"1472","Alliya","F",6,7,13
"1473","Alliyah","F",63,48,111
"1474","Allizon","F",17,10,27
"1475","Allora","F",11,13,24
"1476","Allura","F",18,30,48
"1477","Allure","F",20,17,37
"1478","Ally","F",318,271,589
"1479","Allyana","F",28,24,52
"1480","Allyanna","F",25,19,44
"1481","Allyce","F",5,6,11
"1482","Allyn","F",21,12,33
"1483","Allyn","M",7,11,18
"1484","Allyna","F",9,9,18
"1485","Allysa","F",18,11,29
"1486","Allyse","F",15,10,25
"1487","Allysen","F",6,7,13
"1488","Allyson","F",907,770,1677
"1489","Allyssa","F",53,44,97
"1490","Allysson","F",13,15,28
"1491","Alma","F",413,390,803
"1492","Alma","M",8,8,16
"1493","Almas","F",5,12,17
"1494","Almendra","F",5,8,13
"1495","Almir","M",14,16,30
"1496","Almira","F",15,20,35
"1497","Alo","M",5,5,10
"1498","Aloe","F",5,5,10
"1499","Alon","M",12,31,43
"1500","Alona","F",75,65,140
"1501","Alonah","F",23,16,39
"1502","Alondra","F",945,843,1788
"1503","Aloni","F",30,29,59
"1504","Alonna","F",97,102,199
"1505","Alonnah","F",11,9,20
"1506","Alonni","F",13,14,27
"1507","Alonnie","F",6,12,18
"1508","Alonso","M",332,319,651
"1509","Alontae","M",7,7,14
"1510","Alonte","M",9,9,18
"1511","Alonzo","M",540,496,1036
"1512","Alora","F",206,227,433
"1513","Alorah","F",19,20,39
"1514","Aloria","F",5,7,12
"1515","Aloysius","M",18,15,33
"1516","Alp","M",16,21,37
"1517","Alpha","M",43,60,103
"1518","Alphonse","M",23,44,67
"1519","Alphonso","M",23,31,54
"1520","Alphonzo","M",8,6,14
"1521","Alreem","F",7,6,13
"1522","Alric","M",11,13,24
"1523","Alson","M",8,8,16
"1524","Alston","M",58,60,118
"1525","Alta","F",24,32,56
"1526","Altair","F",13,13,26
"1527","Altair","M",18,12,30
"1528","Altan","M",8,13,21
"1529","Althea","F",130,127,257
"1530","Altin","M",5,6,11
"1531","Alton","M",146,147,293
"1532","Alucard","M",14,12,26
"1533","Aluel","F",11,5,16
"1534","Aluna","F",20,27,47
"1535","Alura","F",17,9,26
"1536","Alva","F",19,26,45
"1537","Alva","M",6,9,15
"1538","Alvah","M",5,6,11
"1539","Alvaro","M",237,284,521
"1540","Alveena","F",14,12,26
"1541","Alvin","M",451,463,914
"1542","Alvina","F",26,30,56
"1543","Alvino","M",12,10,22
"1544","Alvis","M",20,12,32
"1545","Alwaleed","M",10,12,22
"1546","Alwin","M",6,9,15
"1547","Aly","F",68,76,144
"1548","Aly","M",22,23,45
"1549","Alya","F",61,69,130
"1550","Alyaan","M",14,21,35
"1551","Alyah","F",47,29,76
"1552","Alyan","M",15,21,36
"1553","Alyana","F",95,98,193
"1554","Alyanah","F",6,16,22
"1555","Alyanna","F",123,122,245
"1556","Alyannah","F",9,7,16
"1557","Alyas","M",10,20,30
"1558","Alyce","F",79,54,133
"1559","Alycia","F",59,76,135
"1560","Alyda","F",8,8,16
"1561","Alydia","F",20,16,36
"1562","Alyena","F",9,9,18
"1563","Alyia","F",11,12,23
"1564","Alyiah","F",30,24,54
"1565","Alyjah","M",6,12,18
"1566","Alyla","F",11,13,24
"1567","Alylah","F",11,13,24
"1568","Alyn","F",18,9,27
"1569","Alyna","F",121,95,216
"1570","Alynah","F",11,18,29
"1571","Alynn","F",17,6,23
"1572","Alynna","F",64,36,100
"1573","Alyona","F",18,17,35
"1574","Alyonna","F",6,6,12
"1575","Alyra","F",12,21,33
"1576","Alyria","F",5,12,17
"1577","Alyric","F",24,28,52
"1578","Alyrica","F",7,14,21
"1579","Alys","F",16,7,23
"1580","Alysa","F",51,36,87
"1581","Alysandra","F",9,6,15
"1582","Alyse","F",124,126,250
